Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Male,Country,GDP origin,GDP,Timestamp,Clicked on Ad,Ad Topic Line,Region,Month,DayOfWeek,Hour
91.1,40,55499.69,198.13,1,Bolivia,33941126200,-0.22,3/7/2016 22:51,0,Secured,South America,M3,D2,H22
61.04,41,75805.12,149.21,0,Benin,11821065852,-0.24,5/2/2016 15:31,1,Operative,Africa,M5,D2,H15
74.06,23,40345.49,225.99,0,Wallis and Futuna,843929640,-0.25,7/23/2016 6:18,0,Phased,Oceania,M7,D7,H6
64.63,45,15598.29,158.8,1,Azerbaijan,37867518957,-0.22,6/12/2016 3:11,1,Triple-buffered,Asia,M6,D1,H3
81.29,28,33239.2,219.72,0,Mongolia,11181350461,-0.24,2/15/2016 20:41,0,Synergized,Asia,M2,D2,H20
76.07,36,68033.54,235.56,0,Denmark,3.13E+11,0.06,1/23/2016 1:42,0,Implemented,Europe,M1,D7,H1
75.92,22,38427.66,182.65,0,Russian Federation,1.28E+12,1.03,2/26/2016 1:18,0,Monitored,Europe,M2,D6,H1
78.35,46,53185.34,253.48,0,Brazil,1.8E+12,1.55,1/11/2016 2:07,0,Pre-emptive,South America,M1,D2,H2
46.14,28,39723.97,137.97,1,Ethiopia,74296618481,-0.18,4/4/2016 13:56,1,Seamless,Africa,M4,D2,H13
44.33,41,43386.07,120.63,0,Guyana,4482697337,-0.25,1/14/2016 9:27,1,Ergonomic,South America,M1,D5,H9
46.43,28,53922.43,137.2,1,Ethiopia,74296618481,-0.18,4/25/2016 3:18,1,Reverse-engineered,Africa,M4,D2,H3
66.04,27,71881.84,199.76,0,Mauritius,12594149441,-0.24,3/5/2016 23:02,0,Synergistic,Africa,M3,D7,H23
84.31,29,47139.21,225.87,0,Djibouti,2604955229,-0.25,1/6/2016 21:43,0,Object-based,Africa,M1,D4,H21
83.66,38,68877.02,175.14,0,Syrian Arab Republic,12598742887,-0.24,2/18/2016 3:58,0,Profound,Asia,M2,D5,H3
81.25,33,65186.58,222.35,1,Saint Martin,14032401568,-0.24,4/16/2016 14:15,0,Enhanced,North America,M4,D7,H14
85.26,32,55424.24,224.07,1,Netherlands Antilles,14032401568,-0.24,2/24/2016 6:18,0,Reverse-engineered,North America,M2,D4,H6
86.53,46,46500.11,233.36,0,Greece,1.93E+11,-0.06,6/29/2016 1:19,0,Networked,Europe,M6,D4,H1
76.44,26,58820.16,224.2,1,Madagascar,11848613735,-0.24,1/5/2016 6:34,0,Distributed,Africa,M1,D3,H6
52.84,43,28495.21,122.31,0,Senegal,19040312815,-0.23,7/16/2016 10:14,1,Multi-tiered,Africa,M7,D7,H10
85.24,31,61840.26,182.84,1,Burkina Faso,12833363370,-0.24,6/17/2016 3:23,0,Optional,Africa,M6,D6,H3
74.71,46,37908.29,258.06,1,Czech Republic,62216885436,-0.19,6/13/2016 11:06,0,Proactive,Europe,M6,D2,H11
82.95,39,69805.7,201.29,0,Lao People's Democratic Republic,73215012755,-0.18,4/5/2016 8:18,0,Customer-focused,Asia,M4,D3,H8
76.42,26,60315.19,223.16,1,Netherlands Antilles,14032401568,-0.24,4/17/2016 18:38,0,Open-source,North America,M4,D1,H18
42.04,49,67323,182.11,0,Qatar,1.52E+11,-0.1,2/3/2016 16:54,1,Organic,Asia,M2,D4,H16
46.28,26,50055.33,228.78,1,Andorra,2896679212,-0.25,4/18/2016 21:07,1,Stand-alone,Europe,M4,D2,H21
48.26,50,43573.66,122.45,1,Liechtenstein,6237264055,-0.25,6/18/2016 22:31,1,User-centric,Europe,M6,D7,H22
71.03,55,28186.65,150.77,0,China,1.12E+13,11.02,3/12/2016 7:18,1,Programmable,Asia,M3,D7,H7
81.37,33,66412.04,215.04,0,Vietnam,2.57E+11,0,1/15/2016 1:20,0,Enhanced,Asia,M1,D6,H1
58.05,32,15879.1,195.54,1,Tajikistan,6992393787,-0.25,2/12/2016 10:39,1,Total,Asia,M2,D6,H10
75,29,63965.16,230.36,1,Eritrea,11892806509,-0.24,2/16/2016 2:29,0,Secured,Africa,M2,D3,H2
79.61,31,58342.63,235.97,0,Monaco,6472990923,-0.25,4/4/2016 21:23,0,Customizable,Europe,M4,D2,H21
52.56,31,33147.19,250.36,1,Israel,3.22E+11,0.07,4/24/2016 1:48,1,Integrated,Asia,M4,D1,H1
62.18,33,65899.68,126.44,0,Hungary,1.29E+11,-0.12,5/20/2016 0:00,1,Reactive,Europe,M5,D6,H0
77.89,26,64188.5,201.54,0,Singapore,3.19E+11,0.07,5/15/2016 3:10,0,Switchable,Asia,M5,D1,H3
66.08,61,58966.22,184.23,1,Cuba,91370000000,-0.16,1/7/2016 23:02,1,Synchronized,North America,M1,D5,H23
89.21,33,44078.24,210.53,0,Reunion,11892806509,-0.24,7/19/2016 12:05,0,Fundamental,Africa,M7,D3,H12
49.96,55,60968.62,151.94,1,Zambia,20958412538,-0.23,4/4/2016 0:02,1,Multi-layered,Africa,M4,D2,H0
77.44,28,65620.25,210.39,0,Gabon,14023890620,-0.24,6/10/2016 4:21,0,Front-line,Africa,M6,D6,H4
82.58,38,65496.78,225.23,1,Dominica,576229630,-0.25,3/11/2016 14:50,0,Open-architected,North America,M3,D6,H14
39.36,29,52462.04,161.79,1,Bahamas,14032401568,-0.24,1/14/2016 20:58,1,Mandatory,North America,M1,D5,H20
47.23,38,70582.55,149.8,1,Tokelau,843929640,-0.25,6/22/2016 5:22,1,Implemented,Oceania,M6,D4,H5
87.85,34,51816.27,153.01,0,Turkmenistan,36169428571,-0.22,3/19/2016 8:00,0,Digitized,Asia,M3,D7,H8
65.57,46,23410.75,130.86,0,Belgium,4.76E+11,0.22,4/15/2016 15:07,1,Implemented,Europe,M4,D6,H15
78.01,26,62729.4,200.71,1,French Guiana,99937696000,-0.15,3/28/2016 2:29,0,Focused,South America,M3,D2,H2
44.15,28,48867.67,141.96,1,Martinique,14032401568,-0.24,1/22/2016 15:03,1,Proactive,North America,M1,D6,H15
43.57,36,50971.73,125.2,1,French Polynesia,5497037293,-0.25,6/25/2016 17:33,1,Front-line,Oceania,M6,D7,H17
76.83,28,67990.84,192.81,0,Ecuador,99937696000,-0.15,3/4/2016 14:33,0,Quality-focused,South America,M3,D6,H14
42.06,34,43241.19,131.55,0,Puerto Rico,1.04E+11,-0.15,6/29/2016 2:48,1,Multi-layered,North America,M6,D4,H2
76.27,27,60082.66,226.69,1,United Arab Emirates,3.69E+11,0.12,6/18/2016 1:42,0,Total,Asia,M6,D7,H1
74.27,37,65180.97,247.05,1,Burkina Faso,12833363370,-0.24,1/31/2016 9:57,0,Monitored,Africa,M1,D1,H9
73.27,28,67301.39,216.24,1,Luxembourg,62216885436,-0.19,5/22/2016 15:17,0,Front-line,Europe,M5,D1,H15
74.58,36,70701.31,230.52,0,Jamaica,14077109397,-0.24,7/22/2016 11:05,0,Configurable,North America,M7,D6,H11
77.5,28,60997.84,225.34,1,Antarctica (the territory South of 60 deg S),843929640,-0.25,7/13/2016 14:05,0,Face-to-face,Oceania,M7,D4,H14
87.16,33,60805.93,197.15,0,China,1.12E+13,11.02,2/11/2016 11:50,0,Reduced,Asia,M2,D5,H11
87.16,37,50711.68,231.95,1,Western Sahara,11892806509,-0.24,3/16/2016 20:33,0,Pre-emptive,Africa,M3,D4,H20
66.26,47,14548.06,179.04,1,Lebanon,51147308774,-0.2,4/25/2016 19:31,1,Optional,Asia,M4,D2,H19
65.15,29,41335.84,117.3,0,Hong Kong,73215012755,-0.18,7/14/2016 22:43,1,Expanded,Asia,M7,D5,H22
68.25,33,76480.16,198.86,1,Vanuatu,780889606,-0.25,5/30/2016 8:02,0,Organic,Oceania,M5,D2,H8
73.49,38,67132.46,244.23,0,Vanuatu,780889606,-0.25,2/14/2016 11:36,0,Organic,Oceania,M2,D1,H11
39.19,54,52581.16,173.05,0,Guatemala,66053725049,-0.19,1/23/2016 21:15,1,Stand-alone,North America,M1,D7,H21
80.15,25,55195.61,214.49,0,Greenland,2707146783,-0.25,7/18/2016 2:51,0,Monitored,North America,M7,D2,H2
86.76,28,48679.54,189.91,0,Syrian Arab Republic,12598742887,-0.24,2/10/2016 8:21,0,Object-based,Asia,M2,D4,H8
73.88,29,63109.74,233.61,0,Saint Helena,62216885436,-0.19,1/4/2016 6:37,0,Digitized,Europe,M1,D2,H6
58.6,19,44490.09,197.93,1,Lebanon,51147308774,-0.2,6/5/2016 21:38,0,Configurable,Asia,M6,D1,H21
69.77,54,57667.99,132.27,0,Malta,11668253265,-0.24,6/1/2016 3:17,1,Face-to-face,Europe,M6,D4,H3
87.27,30,51824.01,204.27,1,Christmas Island,73215012755,-0.18,3/6/2016 6:51,1,Fully-configurable,Asia,M3,D1,H6
77.65,28,66198.66,208.01,0,Ukraine,93355993629,-0.16,2/26/2016 19:35,0,Configurable,Europe,M2,D6,H19
76.02,40,73174.19,219.55,0,Malta,11668253265,-0.24,7/13/2016 14:30,0,Distributed,Europe,M7,D4,H14
78.84,26,56593.8,217.66,1,Italy,1.88E+12,1.63,6/29/2016 7:20,0,Persistent,Europe,M6,D4,H7
71.33,23,31072.44,169.4,0,Japan,5E+12,4.77,3/15/2016 6:54,1,Optimized,Asia,M3,D3,H6
81.9,41,66773.83,225.47,0,Mauritius,12594149441,-0.24,6/11/2016 6:47,0,Multi-channeled,Africa,M6,D7,H6
46.89,48,72553.94,176.78,1,Turkey,73215012755,-0.18,7/17/2016 13:22,1,Polarized,Asia,M7,D1,H13
77.8,57,43708.88,152.94,0,Namibia,10721994676,-0.24,2/14/2016 14:38,1,Virtual,Africa,M2,D1,H14
45.44,43,48453.55,119.27,0,China,1.12E+13,11.02,5/4/2016 5:01,1,Enhanced,Asia,M5,D4,H5
69.96,31,73413.87,214.06,1,Netherlands,7.84E+11,0.53,5/20/2016 12:17,0,Realigned,Europe,M5,D6,H12
87.35,35,58114.3,158.29,1,Gibraltar,62216885436,-0.19,1/26/2016 2:47,0,Cloned,Europe,M1,D3,H2
49.42,53,45465.25,128,1,Congo,11892806509,-0.24,7/7/2016 18:07,1,Ameliorated,Africa,M7,D5,H18
71.27,21,50147.72,216.03,1,Senegal,19040312815,-0.23,1/11/2016 12:46,0,Quality-focused,Africa,M1,D2,H12
49.19,38,61004.51,123.08,0,Hungary,1.29E+11,-0.12,5/12/2016 12:11,1,Versatile,Europe,M5,D5,H12
39.96,35,53898.89,138.52,1,Pitcairn Islands,843929640,-0.25,2/28/2016 23:21,1,Phased,Oceania,M2,D1,H23
85.01,29,59797.64,192.5,0,Slovakia (Slovak Republic),62216885436,-0.19,5/3/2016 16:02,0,Devolved,Europe,M5,D3,H16
68.95,51,74623.27,185.85,1,United States Virgin Islands,14032401568,-0.24,3/15/2016 20:19,0,Front-line,North America,M3,D3,H20
67.59,45,58677.69,113.69,0,Monaco,6472990923,-0.25,7/23/2016 5:21,1,User-centric,Europe,M7,D7,H5
75.71,34,62109.8,246.06,0,Portugal,2.06E+11,-0.05,3/11/2016 10:01,0,Phased,Europe,M3,D6,H10
43.07,36,60583.02,137.63,1,Turkey,73215012755,-0.18,2/11/2016 20:45,1,Monitored,Asia,M2,D5,H20
39.47,43,65576.05,163.48,1,Uganda,29203988815,-0.22,7/6/2016 23:09,1,Team-oriented,Africa,M7,D4,H23
48.22,40,73882.91,214.33,0,Norfolk Island,843929640,-0.25,3/22/2016 19:14,0,Inverse,Oceania,M3,D3,H19
76.76,25,50468.36,230.77,1,Niue,843929640,-0.25,5/26/2016 13:28,0,Secured,Oceania,M5,D5,H13
78.74,27,51409.45,234.75,0,Ukraine,93355993629,-0.16,6/18/2016 19:10,0,Quality-focused,Europe,M6,D7,H19
67.47,24,60514.05,225.05,1,Vanuatu,780889606,-0.25,3/20/2016 7:12,0,Multi-tiered,Oceania,M3,D1,H7
81.17,30,57195.96,231.91,1,United States Minor Outlying Islands,14032401568,-0.24,6/3/2016 7:00,0,Optimized,North America,M6,D6,H7
89.66,34,52802.58,171.23,1,Armenia,10546135160,-0.24,2/3/2016 15:15,0,Advanced,Asia,M2,D4,H15
79.6,28,56570.06,227.37,1,Sweden,5.16E+11,0.26,5/3/2016 16:55,0,Synergistic,Europe,M5,D3,H16
65.53,19,51049.47,190.17,1,Timor-Leste,1650619370,-0.25,6/20/2016 2:25,0,Pre-emptive,Asia,M6,D2,H2
61.87,35,66629.61,250.2,1,French Southern Territories,843929640,-0.25,7/10/2016 19:15,0,Multi-channeled,Oceania,M7,D1,H19
83.16,41,70185.06,194.95,0,Finland,2.41E+11,-0.01,1/4/2016 4:00,0,Decentralized,Europe,M1,D2,H4
44.11,41,43111.41,121.24,1,Saint Vincent and the Grenadines,14032401568,-0.24,4/20/2016 16:49,1,Organic,North America,M4,D4,H16
56.57,26,56435.6,131.98,0,Senegal,19040312815,-0.23,1/23/2016 13:14,1,Multi-channeled,Africa,M1,D7,H13
83.91,29,53223.58,222.87,0,Burundi,2639321161,-0.25,1/4/2016 22:27,0,Distributed,Africa,M1,D2,H22
79.8,28,57179.91,229.88,1,Bahamas,14032401568,-0.24,4/8/2016 22:40,0,Customizable,North America,M4,D6,H22
71.23,52,41521.28,122.59,0,Sweden,5.16E+11,0.26,1/5/2016 11:53,1,Self-enabling,Europe,M1,D3,H11
47.23,43,73538.09,210.87,1,Svalbard & Jan Mayen Islands,62216885436,-0.19,3/17/2016 22:24,1,Optimized,Europe,M3,D5,H22
82.37,30,63664.32,207.44,0,Tonga,420540179,-0.25,6/29/2016 4:23,0,Open-architected,Oceania,M6,D4,H4
43.63,38,61757.12,135.25,1,Korea,73215012755,-0.18,5/25/2016 19:45,1,Quality-focused,Asia,M5,D4,H19
70.9,28,71727.51,190.95,0,Kyrgyz Republic,6813092066,-0.25,6/17/2016 23:19,0,Centralized,Asia,M6,D6,H23
71.9,29,72203.96,193.29,1,Costa Rica,58847016045,-0.19,4/24/2016 7:20,0,De-engineered,North America,M4,D1,H7
62.12,37,50671.6,105.86,1,Liechtenstein,6237264055,-0.25,3/18/2016 13:00,1,Re-engineered,Europe,M3,D6,H13
67.35,29,47510.42,118.69,0,Zimbabwe,20548678070,-0.23,4/28/2016 21:58,1,Sharable,Africa,M4,D5,H21
57.99,50,62466.1,124.58,0,Costa Rica,58847016045,-0.19,2/12/2016 8:46,1,Innovative,North America,M2,D6,H8
66.8,29,59683.16,248.51,0,Hungary,1.29E+11,-0.12,7/11/2016 13:23,1,Diverse,Europe,M7,D2,H13
49.13,32,41097.17,120.49,0,Fiji,4930204220,-0.25,1/29/2016 0:45,1,Optimized,Oceania,M1,D6,H0
45.11,58,39799.73,195.69,0,Netherlands,7.84E+11,0.53,1/5/2016 16:26,1,Sharable,Europe,M1,D3,H16
54.35,42,76984.21,164.02,0,Sweden,5.16E+11,0.26,6/20/2016 8:22,0,Proactive,Europe,M6,D2,H8
61.82,59,57877.15,151.93,1,Barbados,4832811750,-0.25,2/6/2016 17:48,1,Open-architected,North America,M2,D7,H17
77.75,31,59047.91,240.64,1,Paraguay,36089700223,-0.22,6/22/2016 17:19,0,Multi-lateral,South America,M6,D4,H17
70.61,28,72154.68,190.12,0,Italy,1.88E+12,1.63,4/16/2016 5:24,0,Assimilated,Europe,M4,D7,H5
82.72,31,65704.79,179.82,0,Belarus,47722657821,-0.21,1/17/2016 5:07,0,Cross-group,Europe,M1,D1,H5
76.87,36,72948.76,212.59,0,South Georgia and the South Sandwich Islands,843929640,-0.25,7/8/2016 22:30,0,Down-sized,Oceania,M7,D6,H22
65.07,34,73941.91,227.53,1,Anguilla,14032401568,-0.24,3/11/2016 0:05,0,Monitored,North America,M3,D6,H0
56.93,37,57887.64,111.8,0,Sierra Leone,3674794530,-0.25,6/10/2016 0:35,1,Reactive,Africa,M6,D6,H0
48.86,35,62463.7,128.37,1,Saint Martin,14032401568,-0.24,1/4/2016 0:44,1,Universal,North America,M1,D2,H0
36.56,29,42838.29,195.89,0,Uganda,29203988815,-0.22,1/1/2016 15:14,1,Team-oriented,Africa,M1,D6,H15
85.73,32,43778.88,147.75,1,Saudi Arabia,6.45E+11,0.39,7/10/2016 17:24,1,Stand-alone,Asia,M7,D1,H17
75.81,40,71157.05,229.19,0,Greenland,2707146783,-0.25,3/27/2016 19:50,0,Inverse,North America,M3,D1,H19
72.94,31,74159.69,190.84,0,Venezuela,99937696000,-0.15,4/29/2016 13:38,0,Multi-tiered,South America,M4,D6,H13
53.63,54,50333.72,126.29,1,Liberia,3398419600,-0.25,1/8/2016 18:13,1,Front-line,Africa,M1,D6,H18
52.35,25,33293.78,147.61,1,Mali,14026048691,-0.24,6/5/2016 7:54,1,Mandatory,Africa,M6,D1,H7
52.84,51,38641.2,121.57,1,Bosnia and Herzegovina,16913330977,-0.24,6/29/2016 10:50,1,Synergistic,Europe,M6,D4,H10
51.58,33,49822.78,115.91,0,Brunei Darussalam,11400854268,-0.24,4/24/2016 13:46,1,Vision-oriented,Asia,M4,D1,H13
42.32,29,63891.29,187.09,1,South Georgia and the South Sandwich Islands,843929640,-0.25,2/14/2016 4:14,1,Digitized,Oceania,M2,D1,H4
55.04,42,43881.73,106.96,1,Czech Republic,62216885436,-0.19,6/15/2016 5:43,1,Quality-focused,Europe,M6,D4,H5
68.58,41,13996.5,171.54,1,El Salvador,24191430000,-0.23,7/6/2016 12:04,1,Exclusive,North America,M7,D4,H12
85.54,27,48761.14,175.43,1,Tokelau,843929640,-0.25,3/31/2016 13:54,0,Right-sized,Oceania,M3,D5,H13
71.14,30,69758.31,224.82,0,France,2.47E+12,2.23,6/21/2016 0:52,0,Assimilated,Europe,M6,D3,H0
64.38,19,52530.1,180.47,1,Gabon,14023890620,-0.24,5/27/2016 5:23,0,Configurable,Africa,M5,D6,H5
88.85,40,58363.12,213.96,0,Bulgaria,53953897624,-0.2,1/17/2016 18:45,0,Cloned,Europe,M1,D1,H18
66.79,60,60575.99,198.3,1,Burkina Faso,12833363370,-0.24,4/7/2016 20:34,1,Decentralized,Africa,M4,D5,H20
32.6,45,48206.04,185.47,0,Mayotte,11892806509,-0.24,5/2/2016 18:37,1,Multi-tiered,Africa,M5,D2,H18
43.88,54,31523.09,166.85,1,Somalia,5534000000,-0.25,6/4/2016 17:24,1,Enhanced,Africa,M6,D7,H17
56.46,26,66187.58,151.63,0,Albania,11861199831,-0.24,4/7/2016 18:52,1,Ameliorated,Europe,M4,D5,H18
72.18,30,69438.04,225.02,0,Bolivia,33941126200,-0.22,6/10/2016 22:21,0,De-engineered,South America,M6,D6,H22
52.67,44,14775.5,191.26,0,Jersey,62216885436,-0.19,5/19/2016 6:37,1,Persevering,Europe,M5,D5,H6
80.55,35,68016.9,219.91,0,British Virgin Islands,14032401568,-0.24,3/28/2016 23:01,0,Extended,North America,M3,D2,H23
67.85,41,78520.99,202.7,1,Saint Helena,62216885436,-0.19,1/21/2016 22:51,1,Reactive,Europe,M1,D5,H22
75.55,36,31998.72,123.71,1,Bosnia and Herzegovina,16913330977,-0.24,3/12/2016 6:05,1,Decentralized,Europe,M3,D7,H6
80.46,29,56909.3,230.78,0,India,2.29E+12,2.05,6/4/2016 9:13,0,Mandatory,Asia,M6,D7,H9
82.69,29,61161.29,167.41,1,Georgia,15141758567,-0.24,5/24/2016 10:16,0,Fully-configurable,Asia,M5,D3,H10
35.21,39,52340.1,154,1,United States Minor Outlying Islands,14032401568,-0.24,3/25/2016 6:36,1,Advanced,North America,M3,D6,H6
36.37,40,47338.94,144.53,1,Kiribati,178509813,-0.25,4/22/2016 0:28,1,Quality-focused,Oceania,M4,D6,H0
74.07,22,50950.24,165.43,1,Ghana,56165172899,-0.2,3/22/2016 4:13,0,Cross-group,Africa,M3,D3,H4
59.96,33,77143.61,197.66,0,Samoa,843929640,-0.25,1/14/2016 8:27,1,Expanded,Oceania,M1,D5,H8
85.62,29,57032.36,195.68,0,Iran,73215012755,-0.18,4/14/2016 21:37,0,Triple-buffered,Asia,M4,D5,H21
40.88,33,48554.45,136.18,1,Costa Rica,58847016045,-0.19,5/31/2016 17:50,1,Networked,North America,M5,D3,H17
36.98,31,39552.49,167.87,1,Northern Mariana Islands,1230000000,-0.25,3/17/2016 6:25,1,Fully-configurable,Oceania,M3,D5,H6
35.49,47,36884.23,170.04,0,Liechtenstein,6237264055,-0.25,4/13/2016 7:07,1,Front-line,Europe,M4,D4,H7
56.56,26,68783.45,204.47,1,Grenada,1061640741,-0.25,2/3/2016 22:11,0,Compatible,North America,M2,D4,H22
36.62,32,51119.93,162.44,1,Poland,4.7E+11,0.22,2/2/2016 19:59,1,Customer-focused,Europe,M2,D3,H19
49.35,49,44304.13,119.86,0,Kenya,74815121315,-0.18,4/7/2016 20:38,1,Inverse,Africa,M4,D5,H20
75.64,29,69718.19,204.82,1,Iran,73215012755,-0.18,3/15/2016 19:35,0,Pre-emptive,Asia,M3,D3,H19
79.22,27,63429.18,198.79,1,Belgium,4.76E+11,0.22,3/11/2016 12:39,0,Intuitive,Europe,M3,D6,H12
77.05,34,65756.36,236.08,0,Namibia,10721994676,-0.24,5/17/2016 18:06,0,Centralized,Africa,M5,D3,H18
66.83,46,77871.75,196.17,1,Cyprus,21046951516,-0.23,2/28/2016 23:10,0,Assimilated,Europe,M2,D1,H23
76.2,24,47258.59,228.81,1,Japan,5E+12,4.77,3/2/2016 6:35,0,Optimized,Asia,M3,D4,H6
56.64,29,55984.89,123.24,1,Zimbabwe,20548678070,-0.23,2/27/2016 8:52,1,Versatile,Africa,M2,D7,H8
53.33,34,44275.13,111.63,1,Andorra,2896679212,-0.25,3/14/2016 4:34,1,Configurable,Europe,M3,D2,H4
50.63,50,25767.16,142.23,0,Luxembourg,62216885436,-0.19,3/10/2016 15:07,1,Operative,Europe,M3,D5,H15
41.84,49,37605.11,139.32,0,Cyprus,21046951516,-0.23,5/1/2016 8:27,1,Operative,Europe,M5,D1,H8
53.92,41,25739.09,125.46,1,Turkey,73215012755,-0.18,6/12/2016 11:17,1,Business-focused,Asia,M6,D1,H11
83.89,28,60188.38,180.88,1,Hong Kong,73215012755,-0.18,5/28/2016 12:20,0,Ameliorated,Asia,M5,D7,H12
55.32,43,67682.32,127.65,0,Netherlands,7.84E+11,0.53,3/18/2016 9:08,1,Managed,Europe,M3,D6,H9
53.22,44,44307.18,108.85,0,United States Virgin Islands,14032401568,-0.24,5/26/2016 6:03,1,Horizontal,North America,M5,D5,H6
43.16,35,25371.52,156.11,1,Marshall Islands,200716000,-0.25,7/6/2016 3:40,1,Implemented,Oceania,M7,D4,H3
67.51,43,23942.61,127.2,0,Western Sahara,11892806509,-0.24,4/29/2016 14:10,1,Digitized,Africa,M4,D6,H14
43.16,29,50666.5,143.04,1,Saint Vincent and the Grenadines,14032401568,-0.24,3/5/2016 20:53,1,Robust,North America,M3,D7,H20
79.89,30,50356.06,241.38,1,United States of America,14032401568,-0.24,5/30/2016 8:35,0,Synergized,North America,M5,D2,H8
84.25,32,63936.5,170.9,1,Angola,49840491178,-0.2,4/10/2016 6:32,0,Pre-emptive,Africa,M4,D1,H6
74.18,28,69874.18,203.87,0,Cayman Islands,4909498980,-0.25,1/20/2016 2:31,0,Front-line,North America,M1,D4,H2
85.78,34,50038.65,232.78,0,Swaziland,11892806509,-0.24,7/20/2016 21:53,0,Persistent,Africa,M7,D4,H21
80.96,39,67866.95,225,1,Wallis and Futuna,843929640,-0.25,1/17/2016 4:12,0,Integrated,Oceania,M1,D1,H4
36.91,48,54645.2,159.69,0,Zimbabwe,20548678070,-0.23,2/24/2016 7:13,1,Ameliorated,Africa,M2,D4,H7
54.47,23,46780.09,141.52,0,Chad,10097778354,-0.24,3/26/2016 19:37,1,Vision-oriented,Africa,M3,D7,H19
81.98,34,67432.49,212.88,0,Saint Martin,14032401568,-0.24,6/4/2016 9:25,0,Up-sized,North America,M6,D7,H9
79.6,39,73392.28,194.23,0,Rwanda,8690878328,-0.25,4/22/2016 7:48,0,Organized,Africa,M4,D6,H7
57.51,38,47682.28,105.71,0,Moldova,8071469355,-0.25,3/31/2016 8:53,1,Re-engineered,Europe,M3,D5,H8
82.3,31,56735.83,232.21,0,Gabon,14023890620,-0.24,4/16/2016 8:36,0,Balanced,Africa,M4,D7,H8
73.21,30,51013.37,252.6,1,Denmark,3.13E+11,0.06,5/12/2016 20:57,1,Networked,Europe,M5,D5,H20
79.09,32,69481.85,209.72,1,Svalbard & Jan Mayen Islands,62216885436,-0.19,5/7/2016 21:32,0,Optimized,Europe,M5,D7,H21
68.47,28,67033.34,226.64,0,Poland,4.7E+11,0.22,6/25/2016 0:33,0,Focused,Europe,M6,D7,H0
83.69,36,68717,192.57,0,Fiji,4930204220,-0.25,3/23/2016 5:27,0,Robust,Oceania,M3,D4,H5
83.48,31,59340.99,222.72,1,Philippines,3.19E+11,0.07,3/4/2016 13:47,0,Intuitive,Asia,M3,D6,H13
43.49,45,47968.32,124.67,0,Vietnam,2.57E+11,0,6/14/2016 12:08,1,Synchronized,Asia,M6,D3,H12
66.69,35,48758.92,108.27,0,Jersey,62216885436,-0.19,5/11/2016 19:13,1,Integrated,Europe,M5,D4,H19
48.46,49,61230.03,132.38,1,Indonesia,9.32E+11,0.68,1/21/2016 23:33,1,Devolved,Asia,M1,D5,H23
42.51,30,54755.71,144.77,1,Palestinian Territory,73215012755,-0.18,1/15/2016 19:45,1,Grass-roots,Asia,M1,D6,H19
42.83,34,54324.73,132.38,1,Latvia,28083597512,-0.23,4/23/2016 9:42,1,Vision-oriented,Europe,M4,D7,H9
41.46,42,52177.4,128.98,1,Malta,11668253265,-0.24,5/23/2016 8:06,1,Integrated,Europe,M5,D2,H8
45.99,33,51163.14,124.61,1,Afghanistan,18019558182,-0.24,2/27/2016 15:04,1,Face-to-face,Asia,M2,D7,H15
68.72,27,66861.67,225.97,0,Austria,3.96E+11,0.14,2/23/2016 17:37,0,Fundamental,Europe,M2,D3,H17
63.11,34,63107.88,254.94,1,Micronesia,843929640,-0.25,3/17/2016 22:59,0,Balanced,Oceania,M3,D5,H22
49.21,46,49206.4,115.6,0,Mexico,1.08E+12,0.83,2/28/2016 3:34,1,Realigned,North America,M2,D1,H3
55.77,49,55942.04,117.33,1,Chile,2.49E+11,0,3/15/2016 14:33,1,Fully-configurable,South America,M3,D3,H14
44.13,40,33601.84,128.48,1,Cuba,91370000000,-0.16,3/3/2016 20:20,1,Ameliorated,North America,M3,D5,H20
57.82,46,48867.36,107.56,1,Belarus,47722657821,-0.21,4/6/2016 14:16,1,Centralized,Europe,M4,D4,H14
72.46,40,56683.32,113.53,0,Malawi,5433040160,-0.25,5/1/2016 9:23,1,Enhanced,Africa,M5,D1,H9
61.88,45,38260.89,108.18,0,Afghanistan,18019558182,-0.24,5/30/2016 8:02,1,Balanced,Asia,M5,D2,H8
78.24,23,54106.21,199.29,0,Luxembourg,62216885436,-0.19,4/4/2016 11:39,0,Sharable,Europe,M4,D2,H11
74.61,38,71055.22,231.28,1,South Africa,3.24E+11,0.07,4/6/2016 23:10,0,Networked,Africa,M4,D4,H23
89.18,37,46403.18,224.01,1,Nepal,24524098185,-0.23,4/26/2016 21:45,0,Public-key,Asia,M4,D3,H21
44.16,42,61690.93,133.42,1,Spain,1.23E+12,0.98,5/25/2016 0:34,1,Innovative,Europe,M5,D4,H0
55.74,37,26130.93,124.34,1,Hong Kong,73215012755,-0.18,2/11/2016 16:45,1,Networked,Asia,M2,D5,H16
88.82,36,58638.75,169.1,0,Slovakia (Slovak Republic),62216885436,-0.19,1/30/2016 0:05,0,Assimilated,Europe,M1,D7,H0
70.39,32,47357.39,261.52,1,Cayman Islands,4909498980,-0.25,7/12/2016 10:56,0,Phased,North America,M7,D3,H10
59.05,52,50086.17,118.45,1,Uganda,29203988815,-0.22,4/23/2016 3:46,1,Upgradable,Africa,M4,D7,H3
